,fixation_id,fixation_run_id,fixation_start_event_time,fixation_order_number,x,y,fixation_target,source_file_line,source_file_col,token,syntactic_category,xpath,left_pupil_diameter,right_pupil_diameter,duration
0,06f0ebfb-67bf-4131-a0ac-a1bddfd8b40d,1741389143708,133540676218607215,1,529.35,492.9,freecol.txt,129,19,,,,2.54803,2.60767,295
1,d974b115-4594-4a80-91f2-ea73f5942c06,1741389143708,133540676224143142,2,584.8,486.4,freecol.txt,129,27,,,,2.35057,2.41906,183
2,c9998477-0be0-426f-89b8-4d01fbea9528,1741389143708,133540676226859928,3,466.091,431.545,freecol.txt,125,6,,,,2.34495,2.42908,161
3,a1901cff-cbfc-417c-ad57-2198e7f92a28,1741389143708,133540676235396558,4,514.222,802.667,freecol.txt,150,17,,,,2.48599,2.56919,274
4,a24d6990-183c-419d-8687-34b1cd984d90,1741389143708,133540676238561116,5,492.684,743.474,freecol.txt,146,12,,,,2.25763,2.57646,216
5,eb16e531-f7b7-4d2e-9902-697cbf020ff3,1741389143708,133540676241039730,6,560.25,740.25,freecol.txt,146,25,,,,1.65678,2.55671,144
6,10898157-439a-41b7-a706-283ae16da47b,1741389143708,133540676243029676,7,705.125,717.125,freecol.txt,144,45,,,,0.0,2.50247,85
7,b43b67a8-0c79-4a2c-addc-64b13dc8e975,1741389143708,133540676244303707,8,661.5,502.325,freecol.txt,130,38,,,,2.01737,2.39377,359
8,841ef393-3c15-45c8-bc5c-2a5b3a08085e,1741389143708,133540676248146095,9,590.968,506.032,freecol.txt,130,32,,,,2.42733,2.46,530
9,588a6a5f-4811-481f-b3bd-868ee96e9718,1741389143708,133540676253728092,10,713.333,516.265,freecol.txt,131,36,,,,2.41664,2.45407,1509
10,924f0221-48bb-45ab-8133-1f76f99fc553,1741389143708,133540676269063178,11,787.017,513.678,freecol.txt,131,54,,,,2.32678,2.41589,508
11,09b888cf-e5fd-4dae-a81d-541e22a6566e,1741389143708,133540676274561006,12,505.203,504.391,freecol.txt,130,16,,,,2.35237,2.43893,543
12,e714eb32-cc85-4387-8542-f672517816f6,1741389143708,133540676280230335,13,567.286,499.619,freecol.txt,129,25,,,,2.3676,2.42777,356
13,4e787445-1bb3-48f3-bcd0-015ae8277c4e,1741389143708,133540676334381068,14,633.683,511.433,freecol.txt,130,31,,,,2.36623,2.46205,1077
14,70b56b89-c7dc-4a9d-aed3-2e66390a443a,1741389143708,133540676449822720,15,701.667,550.8,freecol.txt,133,41,,,,2.51947,2.61294,132
15,0db662aa-66b8-4477-a8a1-0ab19790e91b,1741389143708,133540676451570355,16,771.06,510.88,freecol.txt,130,51,,,,2.34558,2.4543,492
16,5ec8076f-bbfe-462f-a25c-5cc982a7d873,1741389143708,133540676456820005,17,622.846,497.308,freecol.txt,130,33,,,,2.21724,2.31523,248
17,5edc1ad6-b4b9-44a4-8be3-813f35aef931,1741389143708,133540676459466926,18,740.714,492.143,freecol.txt,129,50,,,,2.19679,2.3073,91
18,dde57063-f9da-4092-afd0-8c6455a33d39,1741389143708,133540676460551160,19,864.657,508.543,freecol.txt,131,65,,,,2.23252,2.31145,411
19,67bc74f7-31ff-4e07-b823-d527ab338ae0,1741389143708,133540676468986116,20,485.12,475.28,SwingGUI.java,132,11,WHITESPACE,unit->class->block->decl_stmt->decl->init->expr->call->argument_list,//src:unit[@filename='C:/Users/elide-double-blind/Downloads/Projects/Projects/freecol/src/net/sf/freecol/client/gui/SwingGUI.java']/src:class[@pos:start='116:1' and @pos:end='2296:1']/src:block[@pos:start='116:35' and @pos:end='2296:1']/src:decl_stmt[@pos:start='130:5' and @pos:end='133:49']/src:decl[@pos:start='130:5' and @pos:end='133:48']/src:init[@pos:start='131:9' and @pos:end='133:48']/src:expr[@pos:start='131:11' and @pos:end='133:48']/src:call[@pos:start='131:11' and @pos:end='133:48']/src:argument_list[@pos:start='131:31' and @pos:end='133:48'],2.25546,2.35153,200
