,fixation_id,fixation_run_id,fixation_start_event_time,fixation_order_number,x,y,fixation_target,source_file_line,source_file_col,token,syntactic_category,xpath,left_pupil_diameter,right_pupil_diameter,duration
0,ea908107-bdd7-4212-96b4-6d79f8d3e167,1740782292390,133528450791243025,1,698.44,517.56,scrimage.txt,91,43,,,,2.63487,2.82886,467
1,3d1540d8-18cb-4220-9702-93fd02923008,1740782292390,133528450802403552,2,457.4,450.8,scrimage.txt,87,3,,,,2.61799,2.82486,167
2,310f7088-c079-4121-99dc-690c636f1fe8,1740782292390,133528450804402296,3,472.731,534.038,scrimage.txt,93,7,,,,2.67439,2.83406,224
3,6302995b-1f6d-4543-b4de-ccd530603446,1740782292390,133528450806901124,4,518.639,555.278,scrimage.txt,100,13,,,,2.71565,2.9283,533
4,7b57bb60-06d4-414b-91cf-0b7119a41e90,1740782292390,133528450813988472,5,576.969,536.813,scrimage.txt,99,19,,,,2.67789,2.85026,458
5,d0df6896-e540-425e-a171-90078d6282ba,1740782292390,133528450820319596,6,627.75,530.0,scrimage.txt,99,25,,,,2.58844,2.82886,333
6,8ce7bb1f-49f3-48f5-a1c6-fd2a26905685,1740782292390,133528450823866694,7,480.923,541.308,scrimage.txt,99,6,,,,2.67113,2.87349,371
7,ae3a7e18-9b67-4d43-a85c-2ad2cfe322f8,1740782292390,133528450855656119,8,581.2,615.5,scrimage.txt,104,20,,,,2.80766,2.96552,149
8,441a3979-f784-44dd-b3ef-da5bde0a5292,1740782292390,133528450859155412,9,561.412,539.338,scrimage.txt,99,26,,,,2.61362,2.77263,733
9,e1317a80-28f7-42db-864f-304476130144,1740782292390,133528450893701302,10,699.35,613.55,scrimage.txt,104,38,,,,2.75123,3.00652,208
10,078b2394-cb81-43b8-b5f6-62c60585c1be,1740782292390,133528450896571043,11,607.176,537.941,scrimage.txt,99,21,,,,2.56994,2.8231,358
11,f8f156e2-21a1-4aa8-b51c-823647a37d7c,1740782292390,133528450900486739,12,709.778,532.222,scrimage.txt,99,39,,,,2.51972,2.70567,283
12,39c13450-4340-4a36-846d-e46417320d8c,1740782292390,133528450927239001,13,663.75,447.167,scrimage.txt,93,36,,,,2.65056,2.88627,330
13,c5df7549-637b-4f56-8be0-c4c051159c76,1740782292390,133528450946573974,14,584.125,670.5,scrimage.txt,108,24,,,,2.59548,2.74152,82
14,4e2d977f-d502-4a41-aacf-093dfcab009c,1740782292390,133528450947907457,15,604.662,534.147,scrimage.txt,99,24,,,,2.59723,2.75252,1175
15,ad6675ef-f414-4725-8654-79e2b18a10a8,1740782292390,133528450972575273,16,745.913,532.783,scrimage.txt,99,46,,,,2.61196,2.84306,407
16,09f9edf1-64ae-475a-9fd5-d25f2c37ffcc,1740782292390,133528450984574467,17,463.8,370.091,PipelineFilter.java,21,6,WHITESPACE,unit->class->block->function->block,//src:unit[@filename='C:/Users/elide-double-blind/eclipse-workspace/itrace/scrimage/scrimage-core/src/main/java/com/sksamuel/scrimage/filter/PipelineFilter.java']/src:class[@pos:start='10:1' and @pos:end='32:1']/src:block[@pos:start='10:47' and @pos:end='32:1']/src:function[@pos:start='18:4' and @pos:end='31:4']/src:block[@pos:start='19:63' and @pos:end='31:4'],2.61761,2.76533,651
