,fixation_id,fixation_run_id,fixation_start_event_time,fixation_order_number,x,y,fixation_target,source_file_line,source_file_col,token,syntactic_category,xpath,left_pupil_diameter,right_pupil_diameter,duration
0,ae29307c-e5c1-4e2d-946d-d1c2917f267a,1741390875949,133584669983389554,1,858.037,250.185,freecol.txt,125,46,,,,3.70841,0.0,394
1,2a5e1028-31d6-4f0f-b4a0-c2fefbf12a9c,1741390875949,133584670007994536,2,651.375,248.0,freecol.txt,125,23,,,,3.99039,0.0,184
2,9428ac0b-20e7-481b-8aba-c9cf418d46ec,1741390875949,133584670036410724,3,713.5,248.143,freecol.txt,125,29,,,,3.90779,0.0,175
3,11742a63-4dd5-4976-a1a6-26463a04d23e,1741390875949,133584670039245255,4,788.263,250.579,freecol.txt,125,39,,,,3.78689,0.0,226
4,f0b526a5-0e33-443b-893c-f86ce0751ae6,1741390875949,133584670052911341,5,814.813,246.438,freecol.txt,125,43,,,,3.8767,0.0,292
5,b6316739-d6fe-40d6-a73c-793d9ee72b77,1741390875949,133584670056079109,6,747.742,249.419,freecol.txt,125,30,,,,3.71618,0.0,483
6,5e38ac95-3194-4077-a4e9-408457fc24f6,1741390875949,133584670114581037,7,838.846,250.077,freecol.txt,125,43,,,,4.01156,0.0,133
7,0cd8ede6-4beb-4d10-aa16-f1b399bc7871,1741390875949,133584670116996882,8,918.583,242.083,freecol.txt,125,51,,,,3.80487,0.0,226
8,19669dc8-995b-485e-ab16-91895a734297,1741390875949,133584670119830324,9,1064.8,247.5,freecol.txt,125,67,,,,3.67306,0.0,301
9,d51c4b44-08fd-4566-a310-fa2f2df254fb,1741390875949,133584670125080362,10,991.333,264.667,Monarch.java,29,63,implements,unit->class->super_list->implements,//src:unit[@filename='C:/Users/elide-double-blind/Downloads/Projects/Projects/freecol/src/net/sf/freecol/common/model/Monarch.java']/src:class[@pos:start='29:1' and @pos:end='753:1']/src:super_list[@pos:start='29:28' and @pos:end='29:69']/src:implements[@pos:start='29:54' and @pos:end='29:69'],3.65601,0.0,192
10,2877f0cb-b498-4f09-a5c2-ce1567372e00,1741390875949,133584670128658455,11,590.615,267.923,Monarch.java,29,17,class,unit->class,//src:unit[@filename='C:/Users/elide-double-blind/Downloads/Projects/Projects/freecol/src/net/sf/freecol/common/model/Monarch.java']/src:class[@pos:start='29:1' and @pos:end='753:1'],3.62421,0.0,134
11,831aa478-ef6a-4d58-b878-41307d035293,1741390875949,133584670130580817,12,679.0,151.6,Monarch.java,3,28,common,unit->package->name->name,//src:unit[@filename='C:/Users/elide-double-blind/Downloads/Projects/Projects/freecol/src/net/sf/freecol/common/model/Monarch.java']/src:package[@pos:start='3:1' and @pos:end='3:36']/src:name[@pos:start='3:9' and @pos:end='3:35']/src:name[@pos:start='3:24' and @pos:end='3:29'],3.64976,0.0,83
12,609cf003-908b-4ea6-abd3-ea0636eaa561,1741390875949,133584670131830220,13,699.133,159.733,Monarch.java,3,28,common,unit->package->name->name,//src:unit[@filename='C:/Users/elide-double-blind/Downloads/Projects/Projects/freecol/src/net/sf/freecol/common/model/Monarch.java']/src:package[@pos:start='3:1' and @pos:end='3:36']/src:name[@pos:start='3:9' and @pos:end='3:35']/src:name[@pos:start='3:24' and @pos:end='3:29'],3.66211,0.0,299
13,209b7d80-b4f6-4438-bf46-4a600ec2ae28,1741390875949,133584670144648737,14,1220.87,402.533,Monarch.java,35,2,WHITESPACE,unit->class->block,//src:unit[@filename='C:/Users/elide-double-blind/Downloads/Projects/Projects/freecol/src/net/sf/freecol/common/model/Monarch.java']/src:class[@pos:start='29:1' and @pos:end='753:1']/src:block[@pos:start='29:71' and @pos:end='753:1'],3.84508,0.0,1152
14,d722f4af-6f21-48c4-996c-b04dcfa44fa9,1741390875949,133584670188580941,15,1218.11,484.444,Monarch.java,208,2,WHITESPACE,unit->class->block,//src:unit[@filename='C:/Users/elide-double-blind/Downloads/Projects/Projects/freecol/src/net/sf/freecol/common/model/Monarch.java']/src:class[@pos:start='29:1' and @pos:end='753:1']/src:block[@pos:start='29:71' and @pos:end='753:1'],3.5843,0.0,123
15,e70d54fd-4d1b-43ce-bcca-e19bc2ac6e77,1741390875949,133584670190744364,16,1420.11,500.667,Monarch.java,209,25,initializeCaches,unit->class->block->function->name,//src:unit[@filename='C:/Users/elide-double-blind/Downloads/Projects/Projects/freecol/src/net/sf/freecol/common/model/Monarch.java']/src:class[@pos:start='29:1' and @pos:end='753:1']/src:block[@pos:start='29:71' and @pos:end='753:1']/src:function[@pos:start='209:5' and @pos:end='253:5']/src:name[@pos:start='209:18' and @pos:end='209:33'],3.66838,0.0,141
16,ac6e8396-d601-491c-b4a7-903657a6b87b,1741390875949,133584670236164477,17,1220.83,313.167,Monarch.java,198,2,WHITESPACE,unit->class->block,//src:unit[@filename='C:/Users/elide-double-blind/Downloads/Projects/Projects/freecol/src/net/sf/freecol/common/model/Monarch.java']/src:class[@pos:start='29:1' and @pos:end='753:1']/src:block[@pos:start='29:71' and @pos:end='753:1'],3.66162,0.0,384
17,2de27109-2f23-4086-a485-e24998d236cf,1741390875949,133584670242168718,18,1300.57,425.857,Monarch.java,205,10,return,unit->class->block->function->block->block_content->return,//src:unit[@filename='C:/Users/elide-double-blind/Downloads/Projects/Projects/freecol/src/net/sf/freecol/common/model/Monarch.java']/src:class[@pos:start='29:1' and @pos:end='753:1']/src:block[@pos:start='29:71' and @pos:end='753:1']/src:function[@pos:start='204:5' and @pos:end='206:5']/src:block[@pos:start='204:30' and @pos:end='206:5']/src:block_content[@pos:start='205:9' and @pos:end='205:70']/src:return[@pos:start='205:9' and @pos:end='205:70'],4.04733,0.0,100
18,eb23b373-9b06-4296-84fe-e7d97b7157b3,1741390875949,133584670243586313,19,1223.69,452.25,Monarch.java,206,3,WHITESPACE,unit->class->block->function->block,//src:unit[@filename='C:/Users/elide-double-blind/Downloads/Projects/Projects/freecol/src/net/sf/freecol/common/model/Monarch.java']/src:class[@pos:start='29:1' and @pos:end='753:1']/src:block[@pos:start='29:71' and @pos:end='753:1']/src:function[@pos:start='204:5' and @pos:end='206:5']/src:block[@pos:start='204:30' and @pos:end='206:5'],3.98692,0.0,209
19,67a23439-a600-4690-9316-ed3ed748d488,1741390875949,133584670251252999,20,1433.58,508.789,Monarch.java,209,26,initializeCaches,unit->class->block->function->name,//src:unit[@filename='C:/Users/elide-double-blind/Downloads/Projects/Projects/freecol/src/net/sf/freecol/common/model/Monarch.java']/src:class[@pos:start='29:1' and @pos:end='753:1']/src:block[@pos:start='29:71' and @pos:end='753:1']/src:function[@pos:start='209:5' and @pos:end='253:5']/src:name[@pos:start='209:18' and @pos:end='209:33'],3.67274,0.0,184
20,e65e2809-1cf3-422e-b33c-8f886d4b1e6c,1741390875949,133584670253335930,21,1356.67,508.0,Monarch.java,209,18,initializeCaches,unit->class->block->function->name,//src:unit[@filename='C:/Users/elide-double-blind/Downloads/Projects/Projects/freecol/src/net/sf/freecol/common/model/Monarch.java']/src:class[@pos:start='29:1' and @pos:end='753:1']/src:block[@pos:start='29:71' and @pos:end='753:1']/src:function[@pos:start='209:5' and @pos:end='253:5']/src:name[@pos:start='209:18' and @pos:end='209:33'],3.56052,0.0,191
21,35c39031-7849-4a87-9fc9-9ced07fdc067,1741390875949,133584670258735407,22,976.231,350.462,freecol.txt,130,58,,,,3.51276,0.0,135
22,b0dd8dce-00cb-416f-a3a2-37b9e06dccbe,1741390875949,133584670267753491,23,1441.8,368.925,Monarch.java,213,27,WHITESPACE,unit->class->block->function->block->block_content->expr_stmt->expr,//src:unit[@filename='C:/Users/elide-double-blind/Downloads/Projects/Projects/freecol/src/net/sf/freecol/common/model/Monarch.java']/src:class[@pos:start='29:1' and @pos:end='753:1']/src:block[@pos:start='29:71' and @pos:end='753:1']/src:function[@pos:start='209:5' and @pos:end='253:5']/src:block[@pos:start='209:37' and @pos:end='253:5']/src:block_content[@pos:start='210:9' and @pos:end='251:9']/src:expr_stmt[@pos:start='213:9' and @pos:end='213:41']/src:expr[@pos:start='213:9' and @pos:end='213:40'],3.63333,0.0,532
